Protein IDs	Majority protein IDs	Fasta headers	Peptides	Razor + unique peptides	Unique peptides	LFQ intensity L_1312	LFQ intensity L_1313	LFQ intensity L_1326	LFQ intensity L_1331	LFQ intensity L_1488	LFQ intensity L_1492	LFQ intensity L_1503	LFQ intensity L_1506	LFQ intensity P_1311	LFQ intensity P_1315	LFQ intensity P_1316	LFQ intensity P_1317	LFQ intensity P_1323	LFQ intensity P_1497	LFQ intensity P_1501	LFQ intensity P_1502	LFQ intensity P_1505	Only identified by site	Reverse	Potential contaminant	gene_name	alt_gene_names	bp_annotation	bp_annotation_id	cc_annotation	cc_annotation_id	kegg_annotation	kegg_annotation_id	mf_annotation	mf_annotation_id
XP_003123871.4	XP_003123871.4	alpha-mannosidase 2 [Sus scrofa]	22	22	22	100690000	121460000	97813000	122230000	99807000	107800000	96276000	108270000	105820000	113000000	125460000	107970000	113130000	106320000	110200000	108690000	123400000	NA	NA	NA	MAN2A1	MAN2A1;NA;NA;NA;NA	respiratory gaseous exchange;in utero embryonic development;mitochondrion organization;retina morphogenesis in camera-type eye;N-glycan processing;lung alveolus development;liver development;vacuole organization;protein deglycosylation;protein glycosylation;positive regulation of neurogenesis;mannose metabolic process	GO:000758; GO:000170; GO:000700; GO:006004; GO:000649; GO:004828; GO:000188; GO:000703; GO:000651; GO:000648; GO:005076; GO:000601	Golgi membrane;Golgi medial cisterna;extracellular exosome;membrane;cis-Golgi network	GO:000013; GO:000579; GO:007006; GO:001602; GO:000580	 N-Glycan biosynthesis; Metabolic pathways	hsa0051; hsa0110	mannosyl-oligosaccharide 1,3-1,6-alpha-mannosidase activity;alpha-mannosidase activity;metal ion binding;carbohydrate binding;hydrolase activity, hydrolyzing N-glycosyl compounds	GO:000457; GO:000455; GO:004687; GO:003024; GO:001679
XP_003123930.2	XP_003123930.2	lamin-B1 [Sus scrofa]	23	23	22	455420000	421330000	459440000	462580000	436760000	449560000	496420000	438150000	452220000	437820000	400100000	399560000	500300000	412480000	465680000	435300000	470700000	NA	NA	NA	LMNB1	LMNB1;NA;NA;NA;NA	interleukin-12-mediated signaling pathway	GO:003572	lamin filament;nucleoplasm;membrane;nuclear matrix;nuclear inner membrane;nuclear membrane	GO:000563; GO:000565; GO:001602; GO:001636; GO:000563; GO:003196	"NA"	"NA"	structural molecule activity;phospholipase binding;protein binding;sequence-specific double-stranded DNA binding	GO:000519; GO:004327; GO:000551; GO:199083
XP_003123949.1	XP_003123949.1	isochorismatase domain-containing protein 1 [Sus scrofa]	5	5	5	44777000	52357000	42043000	45149000	42313000	52112000	48531000	50834000	53954000	41830000	45902000	36982000	37716000	54698000	49494000	45940000	43121000	NA	NA	NA	ISOC1	ISOC1;NA;NA;NA;NA	biological_process	GO:000815	cytoplasm;peroxisome	GO:000573; GO:000577	"NA"	"NA"	molecular_function;catalytic activity;protein binding	GO:000367; GO:000382; GO:000551
XP_003124018.1	XP_003124018.1	heterogeneous nuclear ribonucleoprotein A0 [Sus scrofa]	6	6	6	42120000	47776000	53996000	56180000	46002000	52125000	44958000	41705000	39670000	42373000	33655000	30611000	40260000	38653000	41800000	41937000	39499000	NA	NA	NA	HNRNPA0	HNRNPA0;NA;NA;NA;NA	mRNA splicing, via spliceosome;inflammatory response;3'-UTR-mediated mRNA stabilization;mRNA processing;RNA metabolic process;response to lipopolysaccharide	GO:000039; GO:000695; GO:007093; GO:000639; GO:001607; GO:003249	nucleoplasm;nucleus;ribonucleoprotein complex	GO:000565; GO:000563; GO:199090	"NA"	"NA"	AU-rich element binding;mRNA binding;protein kinase binding	GO:001709; GO:000372; GO:001990
XP_005661751.1;XP_003124023.1	XP_005661751.1;XP_003124023.1	eukaryotic peptide chain release factor subunit 1 isoform X2 [Sus scrofa]; eukaryotic peptide chain release factor subunit 1 isoform X1 [Sus scrofa]	8	8	8	32646000	34808000	34159000	35749000	38373000	36187000	41126000	35865000	32578000	30590000	35809000	30320000	29883000	31403000	35559000	36409000	33044000	NA	NA	NA	ETF1	ETF1;ETF1;NA;NA;NA	regulation of translational termination;protein methylation;cytoplasmic translational termination;nuclear-transcribed mRNA catabolic process, nonsense-mediated decay	GO:000644; GO:000647; GO:000218; GO:000018	nucleus;cytosol;translation release factor complex;cytoplasm	GO:000563; GO:000582; GO:001844; GO:000573	 mRNA surveillance pathway	hsa0301	ribosome binding;translation release factor activity, codon specific;RNA binding;translation release factor activity;protein binding;translation termination factor activity;sequence-specific mRNA binding	GO:004302; GO:001614; GO:000372; GO:000374; GO:000551; GO:000807; GO:199082
XP_020940530.1;XP_003124028.1	XP_020940530.1;XP_003124028.1	polyadenylate-binding protein-interacting protein 2 [Sus scrofa]; polyadenylate-binding protein-interacting protein 2 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6584500	NA	NA	NA	PAIP2	PAIP2;PAIP2;NA;NA;NA	memory;negative regulation of translational initiation;spermatogenesis;regulation of long-term synaptic potentiation	GO:000761; GO:004594; GO:000728; GO:190027	cytoplasm	GO:000573	"NA"	"NA"	translation repressor activity, nucleic acid binding;translation repressor activity;protein binding;mRNA binding	GO:000090; GO:003037; GO:000551; GO:000372
XP_003124036.3;XP_020943863.1;XP_020943864.1;XP_020930046.1;XP_005671093.2;XP_020930045.1;XP_020930043.1;XP_020930042.1;XP_020930041.1;XP_020930040.1;XP_020930039.1	XP_003124036.3	catenin alpha-1 [Sus scrofa]	33	33	27	363780000	408130000	372620000	372310000	405170000	392040000	399480000	378050000	349860000	362860000	370400000	345620000	353990000	337140000	385330000	395070000	386320000	NA	NA	NA	CTNNA1	CTNNA1;NA;NA;NA;NA	ovarian follicle development;negative regulation of cell motility;establishment or maintenance of cell polarity;epithelial cell-cell adhesion;negative regulation of integrin-mediated signaling pathway;response to estrogen;cellular response to indole-3-methanol;cell adhesion;gap junction assembly;aging;apical junction assembly;positive regulation of muscle cell differentiation;negative regulation of extrinsic apoptotic signaling pathway in absence of ligand;positive regulation of smoothened signaling pathway;axon regeneration;cellular protein localization;odontogenesis of dentin-containing tooth;protein heterooligomerization;adherens junction organization;male gonad development;actin filament organization;negative regulation of neuroblast proliferation	GO:000154; GO:200014; GO:000716; GO:009013; GO:200104; GO:004362; GO:007168; GO:000715; GO:001626; GO:000756; GO:004329; GO:005114; GO:200124; GO:004588; GO:003110; GO:003461; GO:004247; GO:005129; GO:003433; GO:000858; GO:000701; GO:000740	cell-cell junction;catenin complex;Golgi apparatus;flotillin complex;zonula adherens;intercalated disc;intracellular membrane-bounded organelle;cytosol;lamellipodium;acrosomal vesicle;plasma membrane;focal adhesion;actin cytoskeleton;cell junction	GO:000591; GO:001634; GO:000579; GO:001660; GO:000591; GO:001470; GO:004323; GO:000582; GO:003002; GO:000166; GO:000588; GO:000592; GO:001562; GO:003005	 Hippo signaling pathway; Adherens junction; Leukocyte transendothelial migration; Arrhythmogenic right ventricular cardiomyopathy (ARVC); Tight junction; Pathways in cancer; Endometrial cancer; Bacterial invasion of epithelial cells	hsa0439; hsa0452; hsa0467; hsa0541; hsa0453; hsa0520; hsa0521; hsa0510	identical protein binding;RNA binding;gamma-catenin binding;protein heterodimerization activity;structural molecule activity;protein binding;beta-catenin binding;vinculin binding;actin filament binding	GO:004280; GO:000372; GO:004529; GO:004698; GO:000519; GO:000551; GO:000801; GO:001716; GO:005101
XP_020940606.1;XP_020940605.1;XP_020940604.1;XP_013850744.1;XP_020940603.1;XP_020940602.1;XP_013850743.1;XP_005661830.1;XP_003124056.1;XP_003124055.1	XP_020940606.1;XP_020940605.1;XP_020940604.1;XP_013850744.1;XP_020940603.1;XP_020940602.1;XP_013850743.1;XP_005661830.1;XP_003124056.1;XP_003124055.1	E3 ubiquitin-protein ligase RNF14 isoform X3 [Sus scrofa]; E3 ubiquitin-protein ligase RNF14 isoform X3 [Sus scrofa]; E3 ubiquitin-protein ligase RNF14 isoform X3 [Sus scrofa]; E3 ubiquitin-protein ligase RNF14 isoform X2 [Sus scrofa]; E3 ubiquitin-protei	1	1	1	0	0	0	0	0	0	0	0	2448200	0	0	0	0	0	0	0	0	NA	NA	NA	RNF14	RNF14;RNF14;RNF14;RNF14;RNF14	ubiquitin-dependent protein catabolic process;protein ubiquitination;regulation of transcription, DNA-templated;positive regulation of transcription, DNA-templated;positive regulation of proteasomal ubiquitin-dependent protein catabolic process;androgen receptor signaling pathway;protein polyubiquitination;signal transduction;regulation of androgen receptor signaling pathway	GO:000651; GO:001656; GO:000635; GO:004589; GO:003243; GO:003052; GO:000020; GO:000716; GO:006076	nucleus;ubiquitin ligase complex;cytosol;cytoplasm	GO:000563; GO:000015; GO:000582; GO:000573	"NA"	"NA"	transcription coactivator activity;androgen receptor binding;ubiquitin protein ligase activity;ubiquitin-like protein transferase activity;ubiquitin conjugating enzyme binding;metal ion binding;protein binding	GO:000371; GO:005068; GO:006163; GO:001978; GO:003162; GO:004687; GO:000551
XP_003124061.1	XP_003124061.1	steroid receptor RNA activator 1 [Sus scrofa]	3	3	3	8930500	0	11468000	9852000	0	7776600	11708000	8355100	6910200	10977000	6455100	5683100	10561000	8075300	8385000	10534000	9889700	NA	NA	NA	SRA1	SRA1;NA;NA;NA;NA	positive regulation of nucleic acid-templated transcription;apoptotic process;regulation of transcription from RNA polymerase II promoter;cell differentiation;cellular response to estrogen stimulus;cell proliferation;regulation of apoptotic process;negative regulation of myoblast differentiation	GO:190350; GO:000691; GO:000635; GO:003015; GO:007139; GO:000828; GO:004298; GO:004566	cytosol;plasma membrane;nucleus;nucleoplasm;microtubule cytoskeleton;cytoplasm;ribonucleoprotein complex;intercellular bridge	GO:000582; GO:000588; GO:000563; GO:000565; GO:001563; GO:000573; GO:199090; GO:004517	"NA"	"NA"	steroid receptor RNA activator RNA binding;protein binding;ligand-dependent nuclear receptor transcription coactivator activity;transcription coactivator activity	GO:000215; GO:000551; GO:003037; GO:000371
XP_003124081.1;XP_020940550.1;XP_013850697.1;XP_013850696.1;XP_003124096.1	XP_003124081.1;XP_020940550.1	histidine--tRNA ligase, cytoplasmic isoform X2 [Sus scrofa]; histidine--tRNA ligase, cytoplasmic isoform X1 [Sus scrofa]	16	16	16	70982000	73893000	69525000	72377000	84266000	77382000	81187000	78782000	66204000	65731000	73025000	62875000	61431000	67926000	82929000	79994000	72547000	NA	NA	NA	HARS	HARS;HARS;NA;NA;NA	tRNA aminoacylation for protein translation;translation;histidyl-tRNA aminoacylation;mitochondrial translation	GO:000641; GO:000641; GO:000642; GO:003254	mitochondrion;cytoplasm;cytosol	GO:000573; GO:000573; GO:000582	 Aminoacyl-tRNA biosynthesis	hsa0097	histidine-tRNA ligase activity;identical protein binding;ATP binding	GO:000482; GO:004280; GO:000552
XP_003124094.3;XP_013843252.2	XP_003124094.3;XP_013843252.2	NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2 [Sus scrofa]; NADH dehydrogenase [ubiquinone] 1 alpha subcomplex subunit 2-like [Sus scrofa]	3	3	3	42347000	42321000	49088000	48505000	50697000	43129000	45389000	47622000	42325000	32178000	38759000	32916000	46229000	32839000	51405000	45503000	38560000	NA	NA	NA	NDUFA2	NDUFA2;LOC106507363;NA;NA;NA	mitochondrial respiratory chain complex I assembly;blastocyst hatching;mitochondrial electron transport, NADH to ubiquinone	GO:003298; GO:000183; GO:000612	mitochondrial inner membrane;mitochondrial respiratory chain complex I;mitochondrial membrane	GO:000574; GO:000574; GO:003196	 Non-alcoholic fatty liver disease (NAFLD); Parkinson's disease; Metabolic pathways; Oxidative phosphorylation	hsa0493; hsa0501; hsa0110; hsa0019	NADH dehydrogenase (ubiquinone) activity	GO:000813
XP_003124273.1;XP_013847556.1	XP_003124273.1;XP_013847556.1	synembryn-A isoform X2 [Sus scrofa]; synembryn-A isoform X1 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	62948000	NA	NA	NA	RIC8A	RIC8A;RIC8A;NA;NA;NA	positive regulation of GTPase activity;basement membrane organization;cell-cell adhesion involved in gastrulation;G-protein coupled receptor signaling pathway;in utero embryonic development;adenylate cyclase-inhibiting G-protein coupled receptor signaling pathway;cell migration involved in gastrulation;visual learning;vasculature development	GO:004354; GO:007171; GO:007058; GO:000718; GO:000170; GO:000719; GO:004207; GO:000854; GO:000194	cytoplasm;plasma membrane	GO:000573; GO:000588	"NA"	"NA"	protein binding;G-protein alpha-subunit binding;GTPase activator activity;guanyl-nucleotide exchange factor activity	GO:000551; GO:000196; GO:000509; GO:000508
XP_003124275.1	XP_003124275.1	26S proteasome non-ATPase regulatory subunit 13 [Sus scrofa]	15	15	15	105390000	101550000	114980000	115840000	104620000	104610000	126720000	109180000	99779000	116160000	92278000	98616000	110870000	103750000	122040000	114500000	98088000	NA	NA	NA	PSMD13	PSMD13;NA;NA;NA;NA	NIK/NF-kappaB signaling;negative regulation of canonical Wnt signaling pathway;transmembrane transport;stimulatory C-type lectin receptor signaling pathway;neutrophil degranulation;regulation of mitotic cell cycle phase transition;regulation of hematopoietic stem cell differentiation;MAPK cascade;meiosis I;interleukin-1-mediated signaling pathway;positive regulation of canonical Wnt signaling pathway;protein polyubiquitination;ubiquitin-dependent protein catabolic process;regulation of cellular amino acid metabolic process;anaphase-promoting complex-dependent catabolic process;Fc-epsilon receptor signaling pathway;post-translational protein modification;proteasome-mediated ubiquitin-dependent protein catabolic process;proteasome assembly;Wnt signaling pathway, planar cell polarity pathway;antigen processing and presentation of exogenous peptide antigen via MHC class I, TAP-dependent;T cell receptor signaling pathway;regulation of mRNA stability;regulation of transcription from RNA polymerase II promoter in response to hypoxia;negative regulation of G2/M transition of mitotic cell cycle;protein deubiquitination;tumor necrosis factor-mediated signaling pathway	GO:003806; GO:009009; GO:005508; GO:000222; GO:004331; GO:190199; GO:190203; GO:000016; GO:000712; GO:007049; GO:009026; GO:000020; GO:000651; GO:000652; GO:003114; GO:003809; GO:004368; GO:004316; GO:004324; GO:006007; GO:000247; GO:005085; GO:004348; GO:006141; GO:001097; GO:001657; GO:003320	nucleus;proteasome regulatory particle, lid subcomplex;secretory granule lumen;cytosol;proteasome regulatory particle;proteasome complex;membrane;extracellular region;nucleoplasm;proteasome accessory complex;ficolin-1-rich granule lumen	GO:000563; GO:000854; GO:003477; GO:000582; GO:000583; GO:000050; GO:001602; GO:000557; GO:000565; GO:002262; GO:190481	 Proteasome; Epstein-Barr virus infection	hsa0305; hsa0516	structural molecule activity	GO:000519
XP_003124278.1	XP_003124278.1	interferon-induced transmembrane protein 1 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6159900	0	NA	NA	NA	IFITM1	IFITM1;NA;NA;NA;NA	negative regulation of cell migration;response to interferon-alpha;negative regulation of viral entry into host cell;type I interferon signaling pathway;positive regulation of osteoblast differentiation;cell surface receptor signaling pathway;negative regulation of viral genome replication;negative regulation of cell proliferation;defense response to virus;ossification;response to virus;response to interferon-gamma;regulation of immune response	GO:003033; GO:003545; GO:004659; GO:006033; GO:004566; GO:000716; GO:004507; GO:000828; GO:005160; GO:000150; GO:000961; GO:003434; GO:005077	plasma membrane;integral component of membrane;macromolecular complex	GO:000588; GO:001602; GO:003299	 B cell receptor signaling pathway	hsa0466	protein binding	GO:000551
XP_003124283.1;XP_003354456.1;NP_001188311.1	XP_003124283.1;XP_003354456.1;NP_001188311.1	interferon-induced transmembrane protein 1 [Sus scrofa]; interferon-induced transmembrane protein 1-like [Sus scrofa]; interferon-induced transmembrane protein 3 [Sus scrofa]	2	2	2	14480000	0	12717000	0	15221000	15242000	0	0	0	17557000	0	11095000	14323000	30884000	15345000	19139000	13536000	NA	NA	NA	IFITM3	LOC100519082;LOC100626247;IFITM3;NA;NA	negative regulation of viral entry into host cell;defense response to virus;immune response;response to interferon-gamma;negative regulation of viral transcription;negative regulation of viral genome replication;response to interferon-beta;response to virus;type I interferon signaling pathway	GO:004659; GO:005160; GO:000695; GO:003434; GO:003289; GO:004507; GO:003545; GO:000961; GO:006033	late endosome membrane;lysosomal membrane;integral component of membrane;macromolecular complex;plasma membrane	GO:003190; GO:000576; GO:001602; GO:003299; GO:000588	"NA"	"NA"	protein binding	GO:000551
XP_005655124.1;XP_003124296.1	XP_005655124.1;XP_003124296.1	proteasome assembly chaperone 3 [Sus scrofa]; proteasome assembly chaperone 3 [Sus scrofa]	1	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2675500	NA	NA	NA	PSMG3	PSMG3;PSMG3;NA;NA;NA	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"	"NA"
XP_020941706.1;XP_003124328.1	XP_020941706.1;XP_003124328.1	actin, cytoplasmic 1 [Sus scrofa]; actin, cytoplasmic 1 [Sus scrofa]	27	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	152340000	NA	NA	NA	ACTB	ACTB;ACTB;NA;NA;NA	protein deubiquitination;Fc-gamma receptor signaling pathway involved in phagocytosis;cell motility;cellular response to cytochalasin B;ATP-dependent chromatin remodeling;membrane organization;postsynaptic actin cytoskeleton organization;retina homeostasis;ephrin receptor signaling pathway;regulation of transmembrane transporter activity;synaptic vesicle endocytosis;regulation of norepinephrine uptake;regulation of cyclin-dependent protein serine/threonine kinase activity;positive regulation of gene expression, epigenetic;platelet aggregation;substantia nigra development;negative regulation of protein binding;cell junction assembly;regulation of protein localization to plasma membrane	GO:001657; GO:003809; GO:004887; GO:007274; GO:004304; GO:006102; GO:009897; GO:000189; GO:004801; GO:002289; GO:004848; GO:005162; GO:000007; GO:004581; GO:007052; GO:002176; GO:003209; GO:003432; GO:190307	membrane;extracellular space;cortical cytoskeleton;vesicle;Schaffer collateral - CA1 synapse;nuclear chromatin;nucleoplasm;cytoskeleton;calyx of Held;extracellular exosome;focal adhesion;actin cytoskeleton;NuA4 histone acetyltransferase complex;postsynaptic actin cytoskeleton;glutamatergic synapse;cytosol;nucleus;cytoplasm;macromolecular complex;dense body;presynapse;plasma membrane;cytoplasmic ribonucleoprotein granule;blood microparticle;ribonucleoprotein complex	GO:001602; GO:000561; GO:003086; GO:003198; GO:009868; GO:000079; GO:000565; GO:000585; GO:004430; GO:007006; GO:000592; GO:001562; GO:003526; GO:009887; GO:009897; GO:000582; GO:000563; GO:000573; GO:003299; GO:009743; GO:009879; GO:000588; GO:003646; GO:007256; GO:199090	 Thyroid hormone signaling pathway; Influenza A; Hypertrophic cardiomyopathy (HCM); Regulation of actin cytoskeleton; Oxytocin signaling pathway; Vibrio cholerae infection; Hippo signaling pathway; Adherens junction; Leukocyte transendothelial migration; Pathogenic Escherichia coli infection; Rap1 signaling pathway; Focal adhesion; Proteoglycans in cancer; Bacterial invasion of epithelial cells; Gastric acid secretion; Phagosome; Tight junction; Platelet activation	hsa0491; hsa0516; hsa0541; hsa0481; hsa0492; hsa0511; hsa0439; hsa0452; hsa0467; hsa0513; hsa0401; hsa0451; hsa0520; hsa0510; hsa0497; hsa0414; hsa0453; hsa0461	nucleosomal DNA binding;identical protein binding;RNA polymerase II core promoter proximal region sequence-specific DNA binding;structural constituent of cytoskeleton;kinesin binding;tau protein binding;structural constituent of postsynaptic actin cytoskeleton;Tat protein binding;protein binding;ATP binding;RNA polymerase II distal enhancer sequence-specific DNA binding;protein kinase binding;nitric-oxide synthase binding	GO:003149; GO:004280; GO:000097; GO:000520; GO:001989; GO:004815; GO:009897; GO:003095; GO:000551; GO:000552; GO:000098; GO:001990; GO:005099
